Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,DailyHours,TariffRate,ElectricityBill
0,1,3,3,3,2,5,8.8,5.9,12237.43
2,0,3,2,0,0,11,15.1,24.4,53643.49
5,2,0,2,1,2,5,5.1,24.4,10239.06
5,1,0,1,1,1,10,6.1,8.1,2236.61
10,2,1,3,1,0,9,6.0,20.8,12231.25
9,0,2,1,2,2,8,4.9,22.4,20746.89
3,0,3,4,2,1,2,10.2,9.8,18727.17
1,0,0,1,1,1,3,6.7,10.1,1867.33
9,2,1,3,0,0,6,8.5,7.9,6695.2
5,3,0,2,3,1,10,7.9,9.1,3928.46
9,2,2,4,0,2,4,8.9,11.6,18084.03
4,0,2,3,2,0,1,12.2,11.1,17256.04
5,2,1,2,2,0,4,11.9,9.4,8537.35
6,2,2,0,0,2,10,10.0,15.6,24488.31
10,3,3,4,1,0,6,12.0,21.4,51000.27
8,0,1,1,1,0,7,14.2,24.8,27587.17
6,3,1,2,0,0,5,13.1,19.3,22674.8
3,0,3,1,2,1,4,4.2,12.0,8989.64
9,1,0,1,3,1,8,6.6,16.5,7078.94
4,0,1,2,1,0,1,5.5,10.5,3738.78
5,2,0,0,0,0,1,12.8,5.1,1433.22
8,1,3,4,3,1,1,12.4,14.7,35083.78
4,2,3,0,0,1,2,17.3,21.6,64309.36
4,1,0,3,1,0,12,13.6,21.7,7421.58
6,2,0,0,1,2,9,15.1,17.6,19911.04
1,1,0,0,3,2,1,14.2,16.6,14309.16
2,1,1,0,0,2,1,7.8,23.4,16868.84
1,2,2,1,1,0,10,17.5,23.4,44392.64
9,1,1,1,2,2,11,10.9,21.0,27227.76
9,2,2,2,1,2,2,9.3,15.7,25009.57
1,3,1,1,1,1,1,13.2,11.1,13894.51
2,2,0,2,2,1,2,10.5,20.8,10108.9
5,3,0,0,2,0,9,6.7,15.4,3258.56
4,1,1,1,1,2,10,10.2,22.2,23857.27
10,0,3,1,0,2,4,5.1,8.7,9423.68
4,3,2,3,0,0,8,9.6,9.7,13458.99
1,0,1,4,1,1,6,4.2,5.2,2150.52
1,0,1,4,2,1,4,13.7,17.1,19005.42
0,2,2,0,3,1,11,14.7,14.6,26998.44
2,2,0,0,2,2,12,6.1,14.4,5084.14
10,0,0,4,2,2,8,12.0,13.8,15559.28
6,2,0,2,3,0,9,12.0,12.1,5957.32
10,0,3,2,0,0,2,4.0,24.0,16323.2
4,2,2,4,2,0,1,13.8,14.1,23590.51
6,2,0,3,3,0,7,6.3,16.4,4570.76
8,2,3,1,3,2,4,4.6,19.5,19049.24
5,0,0,3,3,1,12,4.7,6.3,1463.99
1,1,3,3,2,2,12,14.1,19.1,51559.57
0,2,3,3,0,2,6,15.6,9.4,34632.11
0,2,0,1,2,2,6,14.8,14.7,13933.55
9,0,3,2,1,2,7,12.5,22.3,63805.04
8,3,2,2,1,1,8,12.5,11.6,26855.09
5,0,2,2,0,1,2,12.6,23.0,37282.85
5,2,0,3,0,2,4,10.9,5.8,4914.28
3,2,1,0,3,0,11,12.5,9.4,8107.28
1,1,3,3,1,2,6,4.7,9.1,9370.77
9,2,1,0,2,2,5,12.1,23.3,40864.04
2,3,0,1,1,0,8,12.2,22.9,6939.18
2,2,2,4,1,1,12,6.3,11.1,8985.32
7,2,0,3,2,0,2,11.1,5.5,2328.13
5,1,0,2,3,0,5,9.8,13.0,3698.5
6,3,3,0,0,1,3,12.2,23.6,53471.56
8,3,3,2,3,2,7,16.2,14.1,56715.59
0,2,1,3,3,0,11,13.1,6.1,5551.54
1,3,1,1,1,1,11,5.2,18.6,8221.64
8,1,0,1,0,0,4,8.5,14.8,2979.55
4,0,3,0,1,2,9,7.2,8.0,12601.78
3,2,0,2,0,0,12,9.8,21.2,4882.37
0,2,3,4,2,1,2,15.5,8.2,22543.74
8,3,2,0,2,0,1,12.6,8.7,13745.44
10,2,3,1,3,1,10,12.3,5.1,12761.17
8,2,1,0,1,1,4,16.7,22.1,34428.92
3,1,0,1,0,0,6,13.9,14.5,3388.68
8,0,3,3,1,2,5,16.5,13.5,54039.14
9,0,1,3,0,2,1,12.0,6.4,9625.89
0,3,1,3,2,1,4,7.1,11.7,8262.62
4,1,0,1,3,1,4,12.6,9.1,5022.79
0,1,1,3,2,1,9,15.4,6.9,9343.58
3,1,0,3,2,0,12,10.2,5.2,1253.58
4,1,0,4,0,0,12,4.1,6.8,768.02
10,2,3,4,1,2,9,13.3,13.5,44313.64
2,3,2,2,0,2,4,11.1,8.6,15475.19
1,3,3,0,2,0,11,10.1,11.9,18526.58
5,2,1,4,1,0,6,11.1,6.2,5988.77
10,3,2,0,0,0,9,12.4,11.8,21083.35
2,1,1,0,2,1,6,12.6,22.2,25772.49
9,2,2,0,1,1,6,8.2,18.7,25028.31
0,2,0,2,3,0,10,6.0,14.5,1762.66
10,0,1,0,3,2,10,13.9,7.0,11639.12
4,2,2,1,2,0,4,11.7,20.4,29457.93
1,0,3,4,0,0,12,6.3,15.7,16219.15
1,2,0,1,3,1,8,17.3,5.7,4846.71
3,3,0,1,3,0,8,9.0,23.9,6771.36
3,0,1,1,1,0,6,6.0,17.9,7341.01
3,0,1,0,1,2,4,9.7,6.9,6426.89
6,0,2,0,2,2,8,11.5,15.8,32391.43
0,0,0,0,1,1,7,15.5,19.3,8675.54
7,1,0,3,3,2,2,12.0,20.8,19270.73
9,2,1,0,3,1,9,17.1,24.7,49644.71
8,1,0,4,0,2,9,17.0,22.2,33924.47
9,3,3,0,2,1,5,8.5,23.0,45887.77
5,2,2,4,2,2,4,15.2,21.8,61407.91
3,1,0,4,1,2,10,16.9,11.8,14928.58
5,2,0,2,2,1,10,9.7,10.4,5340.52
9,1,0,3,3,2,9,13.0,22.9,30056.03
6,3,2,0,0,1,11,5.1,17.4,13698.03
5,1,1,1,0,2,3,12.9,19.1,27433.85
10,3,3,0,0,1,1,17.0,10.5,34969.27
0,0,1,0,1,2,10,12.1,18.7,19806.82
4,1,0,4,2,1,9,12.0,23.1,17269.75
7,0,3,2,1,2,7,17.6,14.1,58404.71
7,3,0,1,2,1,6,13.6,6.7,5588.45
9,0,2,0,1,0,7,17.1,24.0,53887.82
8,1,2,1,1,2,7,16.3,15.0,44257.35
3,2,2,1,0,2,9,17.2,20.0,64185.53
9,1,0,4,1,1,12,16.2,16.6,16258.28
5,0,1,4,3,1,12,6.4,24.0,13751.96
6,0,1,2,0,1,8,17.4,7.8,13283.02
4,1,0,4,3,0,6,8.2,12.8,3749.71
10,1,0,2,1,0,11,5.4,21.5,3956.9
7,1,3,2,2,2,7,16.5,13.9,53665.47
2,1,2,2,1,0,9,9.4,21.2,25026.27
7,3,1,2,2,1,11,9.0,9.2,8818.97
4,2,1,2,3,1,10,14.2,20.8,28767.77
0,0,3,4,3,0,2,6.2,22.8,21768.02
5,3,3,3,1,2,2,9.2,9.1,18646.39
1,1,0,1,3,0,8,11.5,19.6,3762.17
6,1,0,4,2,1,3,16.7,16.0,14480.13
8,3,0,0,1,2,2,17.8,24.4,31431.62
2,1,2,3,2,0,6,6.5,17.6,14896.11
9,0,1,4,1,2,3,6.7,16.9,14000.61
3,0,3,4,2,0,3,6.8,7.3,7488.91
3,0,1,0,3,2,6,17.8,18.6,38906.06
3,3,0,3,1,0,10,16.9,15.8,8487.11
2,1,2,4,0,2,8,9.5,12.3,21675.86
4,3,1,3,3,2,2,6.9,19.4,16290.68
8,0,0,1,1,1,11,5.3,14.2,3321.1
10,3,3,0,2,1,1,14.0,12.3,34008.43
7,1,0,4,0,0,8,13.8,7.4,3480.28
9,1,0,0,0,0,6,17.5,24.0,12166.5
1,2,1,1,0,0,9,7.4,18.8,10103.46
8,2,2,4,3,2,2,14.7,20.5,53523.99
9,2,3,0,3,2,3,6.7,16.1,25913.41
1,0,3,2,3,0,5,17.3,8.5,24768.22
6,2,3,1,2,1,2,9.1,16.4,27455.46
4,0,2,3,0,0,3,8.7,21.8,20190.15
6,3,3,3,0,1,9,9.6,6.6,12941.71
4,1,0,0,0,2,7,9.0,6.6,3879.41
5,3,2,0,0,1,1,13.7,19.5,34870.83
7,2,3,1,1,0,6,13.0,8.4,22656.48
0,2,2,3,0,0,2,17.6,18.9,34689.49
10,0,0,0,2,1,10,5.2,18.9,4281.49
0,0,1,2,2,0,9,14.3,5.3,4760.59
4,3,2,2,0,0,10,9.2,8.4,9238.4
0,3,1,4,0,0,3,15.0,22.3,23483.77
2,2,2,4,0,2,1,9.1,15.8,22900.04
9,0,0,1,2,2,4,5.8,14.9,5817.15
8,0,1,0,3,1,7,6.5,21.1,14644.06
6,3,3,1,1,2,11,15.4,6.2,20629.11
5,0,3,1,1,2,3,5.6,16.1,18225.31
7,3,1,2,2,1,5,10.8,15.5,20940.08
7,1,2,0,1,0,4,15.9,7.5,14218.0
5,2,1,3,1,2,9,13.0,11.5,19361.26
3,0,3,2,2,1,7,6.5,5.8,7421.21
3,0,2,0,3,1,9,13.2,17.8,32339.93
3,1,1,3,2,1,3,16.4,18.3,28939.69
5,1,2,3,2,0,11,13.1,13.5,20200.84
0,1,2,4,3,1,4,7.8,6.8,7053.48
1,3,0,3,1,1,4,7.5,19.0,7181.48
5,3,0,2,1,1,6,6.0,11.9,4651.1
10,1,2,4,2,2,10,16.7,20.2,55260.9
0,2,3,1,0,1,3,15.5,20.2,55544.53
8,2,3,1,0,0,9,11.0,19.8,42412.76
5,0,2,3,1,1,8,10.3,20.7,29638.68
6,3,2,3,3,1,5,13.4,7.2,16556.82
0,2,0,2,2,0,9,8.0,18.8,3172.39
7,0,3,3,1,0,11,8.0,7.6,9904.38
4,2,0,0,0,1,6,6.8,13.6,4174.62
4,3,3,2,0,2,6,5.6,23.7,32273.94
5,2,3,1,0,1,5,4.7,7.8,7964.84
6,2,1,4,2,1,5,17.5,11.1,25042.65
6,3,2,3,3,2,8,6.7,6.1,8300.4
4,0,1,3,2,1,6,5.8,5.5,2926.31
0,0,3,4,2,0,11,16.5,24.3,58574.66
10,1,0,4,0,1,12,16.3,17.1,15997.21
8,0,2,2,1,1,4,7.4,5.4,5585.14
5,1,1,2,2,2,8,9.9,16.6,20196.94
8,3,3,4,0,0,9,15.2,9.3,30087.19
10,0,3,4,3,2,10,5.2,20.9,23980.78
3,3,1,3,1,2,3,9.4,16.4,19803.42
1,0,2,3,3,1,3,10.7,17.4,24511.07
2,2,1,3,0,1,12,13.4,21.7,27146.94
3,0,1,0,1,2,2,12.8,5.1,6382.3
9,2,0,0,3,1,7,17.0,13.2,14467.77
7,0,0,1,0,2,6,4.8,7.1,2282.52
2,3,1,2,1,2,6,8.2,20.6,21172.86
7,1,1,0,1,1,12,10.8,9.5,9158.46
5,0,3,2,1,0,5,17.5,13.7,42041.05
3,3,2,3,1,0,9,8.7,15.4,18884.6
6,2,3,4,2,2,7,15.6,13.3,52297.47
10,2,0,3,3,0,4,7.7,6.5,2332.88
4,2,2,4,1,2,8,6.5,24.1,31957.49
4,2,2,4,0,1,12,15.9,22.7,45780.47
8,3,0,1,3,0,8,12.7,20.3,10885.3
2,0,3,2,0,2,9,15.8,6.7,23241.42
9,2,1,4,1,2,12,15.2,9.5,17849.28
3,2,1,0,0,2,3,5.0,9.4,4462.76
4,0,2,0,0,2,5,9.0,5.3,7786.17
0,3,2,3,1,2,1,10.0,15.0,24011.48
6,2,1,3,2,2,1,9.1,5.7,7176.35
7,1,2,1,3,1,8,13.8,19.5,43019.25
5,3,1,1,1,2,9,16.1,7.7,18294.52
8,1,0,3,3,1,6,4.1,24.5,6802.65
2,3,0,1,1,1,7,9.2,9.9,4648.14
1,2,1,4,2,0,4,13.2,14.5,14321.68
4,3,2,3,1,1,5,12.1,19.5,35913.92
8,3,0,1,1,1,2,17.7,23.6,25221.96
10,1,1,0,2,2,6,5.9,17.0,13475.93
0,3,1,1,3,2,1,12.8,11.8,18530.0
0,3,2,3,2,2,1,17.4,17.8,44897.24
9,2,2,0,0,1,4,5.0,24.1,17555.11
2,0,3,4,1,2,1,17.2,19.7,74097.32
9,1,2,2,1,0,4,16.8,15.4,32808.73
2,1,0,1,1,0,9,10.4,17.9,2828.73
4,0,0,1,0,2,6,11.4,18.1,14052.77
3,1,0,2,0,1,1,16.0,17.7,11293.63
5,2,1,2,3,2,2,9.9,24.6,28917.29
7,3,1,3,2,2,5,11.1,22.3,34880.13
7,3,1,4,3,2,9,5.9,9.2,8397.4
10,2,0,3,0,0,3,17.4,17.2,12523.5
3,1,3,0,2,2,8,15.7,11.6,37089.56
0,3,1,3,3,1,2,12.5,17.7,21788.13
6,0,3,2,0,1,9,4.9,24.8,23670.15
5,3,1,4,1,1,4,7.7,12.0,10167.06
4,2,0,3,1,1,9,14.1,11.6,9014.79
3,3,3,0,1,1,2,11.5,9.3,21245.05
5,2,1,2,0,1,2,4.3,18.5,7178.65
7,1,0,1,3,0,3,17.9,22.6,11916.19
5,0,1,2,1,2,8,4.2,7.8,4274.29
2,2,2,0,3,2,11,12.0,11.3,22335.67
8,0,0,3,0,1,4,4.2,15.8,3218.83
2,1,1,3,1,0,6,6.7,10.7,5192.96
3,1,3,3,0,0,8,8.1,22.6,32669.16
4,2,1,1,2,2,7,12.8,20.1,32048.6
10,3,3,0,1,2,3,17.0,10.3,37416.21
1,0,2,4,1,0,9,10.8,18.6,23642.7
10,3,2,1,3,2,3,11.4,19.6,37264.95
9,0,3,2,0,0,7,14.2,12.5,36852.16
10,1,1,0,2,1,7,7.3,21.5,18246.15
9,1,3,0,0,0,5,5.4,22.5,23263.8
1,1,2,4,2,1,6,16.4,10.2,24246.45
5,3,2,0,1,1,4,14.7,19.3,40867.72
1,1,2,2,3,0,9,11.7,18.1,26456.56
9,3,3,1,0,2,1,7.8,19.2,32396.01
0,1,2,2,3,0,7,16.6,20.3,40618.81
7,3,1,2,0,2,3,4.1,10.5,5453.96
9,2,3,0,2,2,4,15.2,5.2,16235.84
9,2,2,1,3,0,2,11.6,20.9,31475.91
0,0,3,4,1,2,11,17.1,17.0,57065.32
9,3,2,2,0,1,1,12.4,6.4,12302.78
5,3,0,3,3,2,12,4.1,10.8,3462.44
0,2,2,1,1,2,11,6.8,10.5,11124.14
7,2,1,0,2,1,5,6.7,6.9,5397.02
4,2,0,2,2,0,8,9.0,9.0,2404.72
2,0,3,2,3,1,5,5.1,15.0,15695.21
4,2,2,2,3,1,12,8.8,16.0,19235.27
0,0,0,2,3,1,10,8.5,22.9,6808.88
0,0,3,2,1,0,3,13.1,10.6,18560.75
3,2,0,2,3,0,5,7.2,7.4,1697.38
8,2,1,4,0,0,3,11.8,10.5,9260.78
8,2,3,3,2,0,8,14.4,9.2,25723.11
0,3,1,4,2,2,3,5.0,23.0,12723.23
2,1,2,4,2,0,7,7.7,14.4,13464.96
3,3,3,2,1,1,7,10.4,6.5,13710.83
1,0,0,2,2,0,6,10.1,23.3,3202.7
6,0,0,2,2,0,7,7.4,24.9,5099.38
2,1,3,1,3,1,12,5.1,12.8,12483.92
0,1,0,0,0,2,3,4.8,15.3,3689.49
0,2,3,0,0,0,4,9.1,21.3,29000.15
2,3,1,3,2,0,7,4.4,8.3,3156.75
5,3,1,4,1,1,8,17.4,8.4,17940.46
3,3,1,4,2,2,4,17.6,20.4,45601.13
0,1,1,3,1,2,11,14.5,23.7,33222.0
6,3,2,3,1,2,5,4.7,15.3,14251.79
1,1,3,1,3,1,3,10.2,8.8,15090.16
4,3,3,3,2,2,9,12.9,10.3,31599.46
7,1,2,3,1,0,1,10.6,11.9,15002.61
6,3,0,3,3,0,6,16.8,9.3,7823.75
10,0,2,2,1,2,12,13.8,16.0,37325.81
7,1,0,1,0,2,2,11.0,15.9,11902.19
9,2,0,2,1,0,9,11.1,12.3,6309.89
10,0,1,1,2,0,3,9.7,17.1,11939.1
5,0,3,0,3,1,12,11.6,5.6,11377.76
6,1,1,4,1,2,5,16.8,13.9,32609.4
8,3,2,4,1,1,7,9.6,10.9,20772.97
5,3,2,0,2,1,8,6.4,21.2,22437.43
8,1,2,3,2,1,2,4.2,9.5,5937.59
1,3,0,0,2,1,7,12.6,25.0,14215.92
1,3,0,1,2,1,10,17.2,5.2,4237.01
1,3,1,0,0,1,6,9.7,9.2,8970.3
5,1,2,4,0,0,11,14.5,11.0,19244.84
1,1,3,4,1,1,2,11.7,14.1,30489.8
2,2,1,3,2,2,2,4.7,15.6,9106.48
7,3,2,0,1,0,8,4.8,9.4,6102.82
7,3,2,3,3,0,9,14.2,14.3,34414.57
10,1,1,2,0,1,12,10.5,10.3,11007.8
3,2,0,1,1,2,5,15.5,5.8,6605.8
8,1,2,3,2,0,1,7.0,18.8,16715.2
7,1,1,4,1,2,12,16.3,21.5,44126.13
0,2,2,1,2,1,7,4.9,13.2,9005.33
7,1,0,2,3,0,12,14.8,7.3,3123.93
0,0,1,0,3,0,6,11.9,15.6,11187.74
3,2,0,2,2,0,5,8.8,12.5,3138.44
9,3,2,0,1,2,8,11.9,7.8,18495.87
5,3,3,0,0,2,11,16.2,18.0,53727.6
6,2,0,3,2,1,6,8.4,13.8,8734.76
9,3,3,1,1,0,11,12.7,14.4,30031.79
3,0,2,1,2,0,12,15.4,6.5,10911.88
7,3,2,2,2,2,3,14.9,24.4,61828.61
7,2,2,4,2,0,8,16.3,7.0,16988.77
8,1,1,2,0,1,1,9.9,13.4,12730.08
5,2,0,2,3,0,8,15.7,19.4,11697.77
3,2,0,3,1,0,3,11.7,8.2,2504.58
1,0,1,4,0,2,11,14.5,8.9,12731.18
6,3,1,3,0,0,7,17.2,15.4,25518.3
9,2,0,1,1,1,3,9.5,17.3,9909.23
2,3,2,3,2,2,10,17.4,23.4,70173.28
10,1,0,2,3,2,5,10.3,21.5,20394.12
2,2,2,1,2,1,7,15.0,7.2,16296.69
2,2,3,3,3,1,4,14.7,18.6,51209.61
3,3,3,0,2,0,10,5.7,20.5,19412.37
1,0,2,2,1,2,11,12.8,13.4,26139.44
4,0,0,2,1,0,2,17.1,5.7,1624.42
2,3,1,3,1,1,5,4.5,18.5,8927.64
9,2,1,4,1,1,5,5.5,9.6,6946.65
4,1,3,0,0,2,5,11.3,14.4,36514.06
6,0,2,3,1,2,8,12.0,20.7,42129.31
8,0,0,2,0,2,11,16.9,13.4,16004.95
1,1,3,2,1,1,6,12.5,18.2,46731.59
8,0,0,2,1,2,8,4.6,8.3,3095.95
9,3,1,3,3,2,9,8.3,24.1,32887.36
5,2,0,1,1,0,2,16.9,12.8,5527.05
5,0,1,4,1,2,3,8.2,13.3,11959.21
10,1,2,3,2,1,4,14.9,8.5,19759.07
2,3,3,3,0,0,2,10.9,21.9,37222.55
9,3,0,2,0,0,7,12.0,14.7,8385.85
8,3,0,4,1,1,7,11.4,12.8,11570.83
3,3,1,2,2,1,11,9.0,22.8,19600.8
4,2,3,0,0,1,2,4.0,17.4,11505.02
2,3,2,0,1,0,8,6.9,6.9,5343.1
4,3,2,2,0,1,6,11.2,24.5,42772.12
7,3,3,0,3,2,7,10.5,16.7,38338.78
7,1,1,0,2,1,9,13.3,23.9,33555.09
7,1,2,2,0,1,7,13.0,14.1,32491.03
5,1,0,0,0,2,12,13.2,15.9,12348.84
0,1,0,1,1,0,8,6.3,12.1,801.63
10,0,1,2,3,1,10,11.9,12.9,15982.46
9,3,2,1,0,0,3,16.7,15.2,34632.71
5,0,3,3,3,0,8,8.5,22.0,34923.92
10,0,2,1,1,1,7,8.4,11.1,15569.1
9,0,0,3,2,1,5,11.5,17.6,13427.49
6,2,1,4,3,2,5,4.8,21.3,14172.55
8,3,3,0,2,1,12,9.5,24.4,48895.3
7,3,1,4,2,1,11,13.9,9.4,14827.19
10,0,3,0,0,2,10,15.3,10.4,33586.63
7,1,3,3,1,2,1,5.4,6.4,8230.12
6,2,0,2,2,2,6,16.7,21.1,30178.43
1,0,0,0,1,0,1,13.1,24.6,1191.19
0,0,3,1,3,2,2,5.6,8.3,8386.21
1,2,2,3,0,1,10,15.8,8.9,18010.36
5,0,3,1,0,1,11,17.3,17.2,55924.41
1,3,3,0,0,1,4,6.8,11.8,14083.53
9,1,3,3,0,2,11,16.5,7.0,25315.41
3,1,1,1,3,1,5,7.1,17.4,12273.67
9,1,0,3,2,0,4,9.9,22.5,7966.54
2,1,3,3,2,0,2,11.2,19.2,32920.87
5,0,1,0,2,1,10,5.1,11.8,4751.09
7,1,1,0,1,0,7,13.0,15.0,15223.59
10,0,2,4,1,1,10,16.3,16.6,41258.78
5,3,0,2,2,2,5,9.6,23.2,19370.49
1,0,2,0,3,2,4,7.1,14.8,14780.64
4,0,3,2,1,1,10,10.1,9.2,16489.91
10,0,3,2,3,0,9,15.8,12.1,33891.87
5,2,0,3,3,0,5,14.9,16.9,10464.61
8,2,3,0,0,1,12,13.2,7.8,19506.03
5,2,0,2,3,2,2,5.8,11.5,5204.59
9,3,1,4,3,1,4,6.6,5.5,4727.5
4,1,0,1,2,2,3,6.2,18.6,7403.43
0,0,1,2,2,1,4,7.9,15.4,9631.51
9,0,0,1,2,0,6,16.9,23.1,12272.48
4,1,0,4,0,1,7,11.8,17.1,11609.63
4,2,1,1,1,1,6,16.0,15.8,25965.58
5,3,2,4,2,0,10,15.5,10.7,21913.44
6,0,1,0,3,0,11,9.1,16.3,9488.88
3,1,0,0,3,0,10,10.7,8.6,1357.15
6,2,3,2,3,0,1,15.5,19.6,53495.69
4,3,2,3,2,0,1,8.1,8.7,8661.48
5,1,3,0,1,0,3,7.9,16.0,18829.94
3,1,0,0,1,0,10,14.7,17.3,3028.93
7,0,2,0,1,0,9,6.0,5.7,4283.29
8,3,2,0,2,0,11,10.0,10.6,12210.97
1,3,0,4,3,1,6,5.9,8.6,2991.94
10,2,3,2,1,1,6,15.3,14.1,48385.03
3,2,3,4,0,0,2,5.8,22.7,21921.37
10,0,0,0,3,2,9,4.6,21.1,7643.36
7,3,2,4,0,0,11,15.1,6.3,12015.52
7,2,2,3,2,0,11,6.4,22.9,18172.09
8,3,0,3,3,2,6,8.5,9.6,9235.76
2,1,3,0,3,1,11,10.3,6.1,11712.15
0,1,3,2,2,1,8,7.2,5.4,8041.85
8,1,3,1,1,1,7,11.5,11.6,27925.84
0,3,0,2,0,2,1,15.9,8.5,9439.23
2,0,1,3,0,0,4,7.3,6.0,2314.81
2,2,0,3,2,1,10,9.3,12.0,5249.4
8,0,1,2,1,0,9,13.0,18.4,19082.94
0,0,3,0,3,1,12,15.7,22.1,54151.38
6,0,0,4,0,0,1,12.4,7.2,2098.59
1,0,1,3,2,2,3,4.1,22.5,9158.23
6,2,3,3,0,1,6,11.9,19.2,46863.8
0,1,3,1,1,2,2,12.4,17.1,39638.46
9,1,3,4,2,1,1,14.4,6.7,18096.95
9,1,0,2,0,2,2,13.6,6.8,7336.7
7,3,3,3,2,0,5,10.1,16.1,32481.98
9,3,3,4,2,2,8,10.6,15.3,40910.83
9,2,2,2,0,0,4,10.3,7.0,8365.76
1,2,1,4,1,2,5,8.5,11.1,13640.31
2,2,3,1,1,0,7,14.6,8.3,21661.48
7,1,0,3,2,2,6,13.7,12.5,13727.95
2,2,1,3,0,2,3,7.9,20.6,18433.77
0,1,3,1,0,1,1,15.4,12.3,33762.32
8,1,3,1,0,2,3,14.9,17.8,52647.8
7,0,1,0,1,1,1,16.8,21.9,29573.83
3,3,1,2,3,1,7,10.5,5.0,5997.32
7,3,1,3,3,2,6,9.9,12.8,19844.72
4,2,0,4,0,2,8,4.4,18.8,6892.93
2,0,1,1,2,1,8,14.5,5.2,7733.33
0,2,0,0,2,0,2,5.0,5.7,318.45
9,2,3,1,3,2,7,11.2,8.6,23459.99
4,3,1,1,3,1,6,9.8,13.4,14296.91
10,0,2,3,1,2,9,16.9,11.6,38687.18
5,2,0,2,0,2,2,8.4,23.7,14489.52
3,2,3,3,0,1,2,11.6,19.3,40821.25
6,2,0,4,1,0,11,14.2,9.5,4902.44
2,1,0,1,0,2,3,8.4,24.0,11653.41
6,3,0,4,3,0,9,10.6,9.0,4618.59
0,1,1,4,2,0,8,8.1,24.0,14079.06
6,2,2,1,1,0,2,5.5,10.8,6936.0
0,0,2,2,0,1,11,9.5,14.1,15700.68
10,1,3,4,1,2,1,12.5,8.3,23932.88
0,1,3,4,0,2,1,14.3,14.1,41568.22
1,2,2,4,0,2,11,16.2,11.9,31386.32
1,1,2,1,0,2,10,6.1,5.5,5370.91
3,0,0,2,3,0,12,5.7,13.0,1324.39
0,0,3,1,1,0,1,8.9,15.9,18829.57
3,3,2,1,0,2,10,15.0,7.3,17364.4
1,3,2,2,3,2,5,7.6,14.2,18421.16
3,0,2,4,3,2,9,11.3,21.9,40768.63
3,0,3,0,0,1,10,8.5,24.1,31116.51
8,1,0,2,3,2,8,4.9,19.9,8900.96
8,3,0,2,3,0,4,9.8,20.7,7887.42
0,1,1,3,2,0,7,6.7,8.8,3371.41
4,0,3,0,3,1,5,14.6,24.7,70642.29
6,3,1,0,3,2,3,17.0,9.4,19816.76
3,1,2,0,1,1,11,14.0,17.3,30253.33
4,3,0,1,2,1,4,9.9,8.9,4444.86
1,2,3,3,1,1,5,7.2,5.4,8169.0
2,2,0,4,2,0,12,6.9,9.0,1649.86
6,2,1,0,1,0,7,16.9,6.4,8855.27
9,2,2,4,3,2,1,13.5,16.2,40192.5
6,2,0,0,1,0,2,15.2,11.8,4460.46
3,3,1,4,0,0,7,9.4,17.4,15036.42
0,0,1,1,1,2,11,17.1,18.4,28148.74
0,1,3,0,1,2,9,7.5,20.2,31414.46
3,0,2,0,0,2,7,6.3,18.5,18390.06
3,0,2,3,2,1,5,4.1,19.1,11024.8
5,0,0,4,0,1,2,6.9,11.5,3783.99
6,1,0,0,2,2,6,16.2,9.9,12512.62
8,2,1,0,0,2,9,15.0,19.2,35843.6
8,3,0,1,3,0,9,12.0,22.5,10771.2
9,3,2,4,0,2,1,17.0,17.2,53089.84
4,0,3,0,2,2,5,15.0,19.6,72402.03
9,3,0,2,1,0,3,7.1,8.6,2498.71
10,1,0,1,3,0,5,13.0,16.7,8446.73
2,0,0,4,1,0,10,11.1,5.6,1126.32
2,1,3,3,2,0,4,13.8,12.1,22596.99
5,0,2,2,1,2,5,17.9,7.3,23004.4
0,2,0,1,1,1,3,15.8,17.8,11015.17
6,3,0,0,1,0,6,4.9,8.6,1418.49
2,3,3,1,3,1,4,16.1,18.2,52332.25
4,1,2,2,1,0,2,8.3,18.9,16824.27
6,3,2,1,2,0,11,15.1,5.6,9793.66
6,0,3,2,3,0,9,9.6,11.9,21312.7
8,2,3,2,2,2,7,12.8,24.3,74883.33
0,3,0,2,3,2,5,16.6,16.5,22624.98
2,2,0,4,0,0,8,16.5,13.6,6768.25
8,1,2,1,2,1,2,13.9,11.2,22191.18
7,2,1,4,0,0,5,9.2,18.5,17142.61
1,3,1,3,2,2,11,6.4,11.5,8952.52
7,3,3,3,2,0,7,15.5,6.3,22283.51
7,1,2,1,0,0,8,6.1,17.0,12321.15
1,1,1,1,3,0,2,16.5,17.2,17541.75
7,2,1,0,2,0,3,15.4,8.5,9963.06
2,2,3,0,1,1,5,4.3,16.9,15084.37
6,1,2,4,1,1,3,17.6,8.4,21368.74
8,3,1,0,3,1,1,16.9,19.9,37009.35
3,2,2,3,2,2,9,8.5,17.8,27562.24
10,1,3,0,0,1,11,13.7,10.0,23924.87
5,2,1,3,1,2,12,4.7,5.6,3319.74
8,1,0,4,2,1,7,11.8,23.8,19669.1
10,3,0,2,2,1,7,7.2,18.4,11036.46
10,2,2,3,2,2,3,14.5,19.6,53590.59
4,2,2,4,2,2,12,12.1,17.9,36498.45
0,0,1,1,3,0,2,7.6,19.1,7480.75
2,0,2,3,0,1,7,17.2,23.6,56851.42
10,3,1,3,0,2,5,12.5,22.2,43927.27
8,1,2,1,0,1,3,14.5,22.5,45476.8
